date,close,high,low,open,volume
2015-05-27 00:00:00+00:00,132.045,132.26,130.05,130.34,45833246
2015-05-28 00:00:00+00:00,131.78,131.95,131.1,131.86,30733309
2015-05-29 00:00:00+00:00,130.28,131.45,129.9,131.23,50884452
2015-06-01 00:00:00+00:00,130.535,131.39,130.05,131.2,32112797
2015-06-02 00:00:00+00:00,129.96,130.655,129.32,129.86,33667627
2015-06-03 00:00:00+00:00,130.12,130.94,129.9,130.66,30983542
2015-06-04 00:00:00+00:00,129.36,130.58,128.91,129.58,38450118
2015-06-05 00:00:00+00:00,128.65,129.69,128.36,129.5,35626800
2015-06-08 00:00:00+00:00,127.8,129.21,126.83,128.9,52674786
2015-06-09 00:00:00+00:00,127.42,128.08,125.62,126.7,56075420
2015-06-10 00:00:00+00:00,128.88,129.34,127.85,127.92,39087250
2015-06-11 00:00:00+00:00,128.59,130.18,128.475,129.18,35390887
2015-06-12 00:00:00+00:00,127.17,128.33,127.11,128.185,36886246
2015-06-15 00:00:00+00:00,126.92,127.24,125.71,126.1,43988946
2015-06-16 00:00:00+00:00,127.6,127.85,126.37,127.03,31494131
2015-06-17 00:00:00+00:00,127.3,127.88,126.74,127.72,32918071
2015-06-18 00:00:00+00:00,127.88,128.31,127.22,127.23,35407220
2015-06-19 00:00:00+00:00,126.6,127.82,126.4,127.71,54716887
2015-06-22 00:00:00+00:00,127.61,128.06,127.08,127.49,34039345
2015-06-23 00:00:00+00:00,127.03,127.61,126.8792,127.48,30268863
2015-06-24 00:00:00+00:00,128.11,129.8,127.12,127.21,55280855
2015-06-25 00:00:00+00:00,127.5,129.2,127.5,128.86,31938100
2015-06-26 00:00:00+00:00,126.75,127.99,126.51,127.67,44066841
2015-06-29 00:00:00+00:00,124.53,126.47,124.48,125.46,49161427
2015-06-30 00:00:00+00:00,125.425,126.12,124.86,125.57,44370682
2015-07-01 00:00:00+00:00,126.6,126.94,125.99,126.9,30238811
2015-07-02 00:00:00+00:00,126.44,126.69,125.77,126.43,27210952
2015-07-06 00:00:00+00:00,126,126.23,124.85,124.94,28060431
2015-07-07 00:00:00+00:00,125.69,126.15,123.77,125.89,46946811
2015-07-08 00:00:00+00:00,122.57,124.64,122.54,124.48,60761614
2015-07-09 00:00:00+00:00,120.07,124.06,119.22,123.85,78595038
2015-07-10 00:00:00+00:00,123.28,123.85,121.21,121.94,61354474
2015-07-13 00:00:00+00:00,125.66,125.755,124.32,125.03,41440538
2015-07-14 00:00:00+00:00,125.61,126.37,125.04,126.04,31768139
2015-07-15 00:00:00+00:00,126.82,127.15,125.58,125.72,33649200
2015-07-16 00:00:00+00:00,128.51,128.57,127.35,127.74,36222447
2015-07-17 00:00:00+00:00,129.62,129.62,128.31,129.08,46164710
2015-07-20 00:00:00+00:00,132.07,132.97,130.7,130.97,58900203
2015-07-21 00:00:00+00:00,130.75,132.92,130.32,132.85,76756427
2015-07-22 00:00:00+00:00,125.22,125.5,121.99,121.99,115450607
2015-07-23 00:00:00+00:00,125.16,127.09,125.06,126.2,50999452
2015-07-24 00:00:00+00:00,124.5,125.74,123.9,125.32,42162332
2015-07-27 00:00:00+00:00,122.77,123.61,122.12,123.09,44455540
2015-07-28 00:00:00+00:00,123.38,123.91,122.55,123.38,33618097
2015-07-29 00:00:00+00:00,122.99,123.5,122.27,123.15,37011653
2015-07-30 00:00:00+00:00,122.37,122.5699,121.71,122.32,33628268
2015-07-31 00:00:00+00:00,121.3,122.6425,120.91,122.6,42884953
2015-08-03 00:00:00+00:00,118.44,122.57,117.52,121.5,69975968
2015-08-04 00:00:00+00:00,114.64,117.7,113.25,117.42,124138623
2015-08-05 00:00:00+00:00,115.4,117.44,112.1,112.95,98384461
2015-08-06 00:00:00+00:00,115.13,116.5,114.115,115.97,52903040
2015-08-07 00:00:00+00:00,115.52,116.25,114.5,114.58,38670405
2015-08-10 00:00:00+00:00,119.72,119.99,116.53,116.53,54951597
2015-08-11 00:00:00+00:00,113.49,118.18,113.33,117.81,97082814
2015-08-12 00:00:00+00:00,115.24,115.42,109.63,112.53,101685610
2015-08-13 00:00:00+00:00,115.15,116.4,114.54,116.04,48535789
2015-08-14 00:00:00+00:00,115.96,116.31,114.01,114.32,42929516
2015-08-17 00:00:00+00:00,117.16,117.65,115.5,116.04,40884745
2015-08-18 00:00:00+00:00,116.5,117.44,116.01,116.43,34560708
2015-08-19 00:00:00+00:00,115.01,116.52,114.68,116.1,48286510
2015-08-20 00:00:00+00:00,112.65,114.35,111.63,114.08,68501622
2015-08-21 00:00:00+00:00,105.76,111.9,105.645,110.43,128275471
2015-08-24 00:00:00+00:00,103.12,108.8,92,94.87,162206292
2015-08-25 00:00:00+00:00,103.74,111.11,103.5,111.11,103601599
2015-08-26 00:00:00+00:00,109.69,109.89,105.05,107.085,96774611
2015-08-27 00:00:00+00:00,112.92,113.24,110.02,112.25,84616056
2015-08-28 00:00:00+00:00,113.29,113.31,111.54,112.17,53164407
2015-08-31 00:00:00+00:00,112.76,114.53,112,112.13,56229271
2015-09-01 00:00:00+00:00,107.72,111.88,107.36,110.18,76845860
2015-09-02 00:00:00+00:00,112.34,112.34,109.131,110,61888812
2015-09-03 00:00:00+00:00,110.37,112.78,110.04,112.49,53233940
2015-09-04 00:00:00+00:00,109.27,110.45,108.51,108.97,49996311
2015-09-08 00:00:00+00:00,112.31,112.56,110.32,111.65,54843626
2015-09-09 00:00:00+00:00,110.15,114.02,109.77,113.76,85010804
2015-09-10 00:00:00+00:00,112.57,113.2825,109.9,110.27,62892831
2015-09-11 00:00:00+00:00,114.21,114.21,111.76,111.79,49915473
2015-09-14 00:00:00+00:00,115.31,116.89,114.86,116.58,58363431
2015-09-15 00:00:00+00:00,116.28,116.53,114.42,115.93,43341155
2015-09-16 00:00:00+00:00,116.41,116.54,115.44,116.25,37173489
2015-09-17 00:00:00+00:00,113.92,116.49,113.715,115.66,64112641
2015-09-18 00:00:00+00:00,113.45,114.3,111.87,112.21,74285291
2015-09-21 00:00:00+00:00,115.21,115.37,113.66,113.67,50221965
2015-09-22 00:00:00+00:00,113.4,114.18,112.5201,113.38,50346159
2015-09-23 00:00:00+00:00,114.32,114.72,113.3,113.63,35756716
2015-09-24 00:00:00+00:00,115,115.5,112.37,113.25,50219475
2015-09-25 00:00:00+00:00,114.71,116.69,114.02,116.44,56151926
2015-09-28 00:00:00+00:00,112.44,114.57,112.44,113.85,50782189
2015-09-29 00:00:00+00:00,109.06,113.51,107.86,112.83,73365384
2015-09-30 00:00:00+00:00,110.3,111.54,108.73,110.17,65041596
2015-10-01 00:00:00+00:00,109.58,109.62,107.31,109.07,63929100
2015-10-02 00:00:00+00:00,110.38,111.0136,107.55,108.01,58019758
2015-10-05 00:00:00+00:00,110.78,111.3698,109.07,109.88,52064743
2015-10-06 00:00:00+00:00,111.31,111.74,109.765,110.63,48856977
2015-10-07 00:00:00+00:00,110.78,111.77,109.41,111.74,46765550
2015-10-08 00:00:00+00:00,109.5,110.19,108.21,110.19,61979577
2015-10-09 00:00:00+00:00,112.12,112.28,109.49,110,52766140
2015-10-12 00:00:00+00:00,111.6,112.75,111.44,112.73,30467204
2015-10-13 00:00:00+00:00,111.79,112.45,110.68,110.82,33049256
2015-10-14 00:00:00+00:00,110.21,111.52,109.56,111.29,44462449
2015-10-15 00:00:00+00:00,111.86,112.1,110.49,110.93,37673452
2015-10-16 00:00:00+00:00,111.04,112,110.53,111.78,39232609
2015-10-19 00:00:00+00:00,111.73,111.75,110.11,110.8,29759153
2015-10-20 00:00:00+00:00,113.77,114.17,110.82,111.34,48967763
2015-10-21 00:00:00+00:00,113.76,115.58,113.7,114,42326974
2015-10-22 00:00:00+00:00,115.5,115.5,114.1,114.33,41654089
2015-10-23 00:00:00+00:00,119.08,119.228,116.33,116.7,59366914
2015-10-26 00:00:00+00:00,115.28,118.13,114.92,118.08,66333781
2015-10-27 00:00:00+00:00,114.55,116.54,113.99,115.4,69884400
2015-10-28 00:00:00+00:00,119.27,119.3,116.06,116.93,85551352
2015-10-29 00:00:00+00:00,120.53,120.69,118.27,118.7,51227334
2015-10-30 00:00:00+00:00,119.5,121.22,119.45,120.99,49365254
2015-11-02 00:00:00+00:00,121.18,121.36,119.61,119.87,32203267
2015-11-03 00:00:00+00:00,122.57,123.49,120.7,120.79,45518976
2015-11-04 00:00:00+00:00,122,123.82,121.62,123.13,44886050
2015-11-05 00:00:00+00:00,120.92,122.69,120.18,121.85,39552680
2015-11-06 00:00:00+00:00,121.06,121.81,120.62,121.11,33042283
2015-11-09 00:00:00+00:00,120.57,121.81,120.05,120.96,33871405
2015-11-10 00:00:00+00:00,116.77,118.07,116.061,116.9,59127931
2015-11-11 00:00:00+00:00,116.11,117.42,115.21,116.37,45217971
2015-11-12 00:00:00+00:00,115.72,116.82,115.65,116.26,32525579
2015-11-13 00:00:00+00:00,112.34,115.57,112.27,115.2,45812403
2015-11-16 00:00:00+00:00,114.175,114.24,111,111.38,38106701
2015-11-17 00:00:00+00:00,113.69,115.05,113.32,114.92,27583101
2015-11-18 00:00:00+00:00,117.29,117.49,115.5,115.76,46674697
2015-11-19 00:00:00+00:00,118.78,119.75,116.76,117.64,43295820
2015-11-20 00:00:00+00:00,119.3,119.92,118.85,119.2,34287096
2015-11-23 00:00:00+00:00,117.75,119.73,117.34,119.27,32482528
2015-11-24 00:00:00+00:00,118.88,119.35,117.12,117.33,42803172
2015-11-25 00:00:00+00:00,118.03,119.23,117.92,119.21,21388308
2015-11-27 00:00:00+00:00,117.81,118.41,117.6,118.29,13046445
2015-11-30 00:00:00+00:00,118.3,119.41,117.75,117.99,39180322
2015-12-01 00:00:00+00:00,117.34,118.81,116.86,118.75,34852374
2015-12-02 00:00:00+00:00,116.28,118.11,116.08,117.05,33386563
2015-12-03 00:00:00+00:00,115.2,116.79,114.22,116.55,41569509
2015-12-04 00:00:00+00:00,119.03,119.25,115.11,115.29,57776977
2015-12-07 00:00:00+00:00,118.28,119.86,117.81,118.98,32084249
2015-12-08 00:00:00+00:00,118.23,118.6,116.86,117.52,34309450
2015-12-09 00:00:00+00:00,115.62,117.69,115.08,117.64,46361357
2015-12-10 00:00:00+00:00,116.17,116.94,115.51,116.04,29212727
2015-12-11 00:00:00+00:00,113.18,115.39,112.851,115.19,46886161
2015-12-14 00:00:00+00:00,112.48,112.68,109.79,112.18,65003609
2015-12-15 00:00:00+00:00,110.49,112.8,110.35,111.94,53323105
2015-12-16 00:00:00+00:00,111.34,111.99,108.8,111.07,56238467
2015-12-17 00:00:00+00:00,108.98,112.25,108.98,112.02,44772827
2015-12-18 00:00:00+00:00,106.03,109.52,105.81,108.91,96453327
2015-12-21 00:00:00+00:00,107.33,107.37,105.57,107.28,47590610
2015-12-22 00:00:00+00:00,107.23,107.72,106.451,107.4,32789367
2015-12-23 00:00:00+00:00,108.61,108.85,107.2,107.27,32657354
2015-12-24 00:00:00+00:00,108.03,109,107.95,109,13596680
2015-12-28 00:00:00+00:00,106.82,107.69,106.1807,107.59,26704210
2015-12-29 00:00:00+00:00,108.74,109.43,106.86,106.96,30931243
2015-12-30 00:00:00+00:00,107.32,108.7,107.18,108.58,25213777
2015-12-31 00:00:00+00:00,105.26,107.03,104.82,107.01,40912316
2016-01-04 00:00:00+00:00,105.35,105.368,102,102.61,67649387
2016-01-05 00:00:00+00:00,102.71,105.85,102.41,105.75,55790992
2016-01-06 00:00:00+00:00,100.7,102.37,99.87,100.56,68457388
2016-01-07 00:00:00+00:00,96.45,100.13,96.43,98.68,81094428
2016-01-08 00:00:00+00:00,96.96,99.11,96.76,98.55,70798016
2016-01-11 00:00:00+00:00,98.53,99.06,97.34,98.97,49739377
2016-01-12 00:00:00+00:00,99.96,100.69,98.8399,100.55,49154227
2016-01-13 00:00:00+00:00,97.39,101.19,97.3,100.32,62439631
2016-01-14 00:00:00+00:00,99.52,100.48,95.74,97.96,63170127
2016-01-15 00:00:00+00:00,97.13,97.71,95.36,96.2,79833891
2016-01-19 00:00:00+00:00,96.66,98.65,95.5,98.41,53087747
2016-01-20 00:00:00+00:00,96.79,98.1897,93.42,95.1,72334416
2016-01-21 00:00:00+00:00,96.3,97.88,94.94,97.06,52161463
2016-01-22 00:00:00+00:00,101.42,101.46,98.37,98.63,65800467
2016-01-25 00:00:00+00:00,99.44,101.53,99.21,101.52,51794525
2016-01-26 00:00:00+00:00,99.99,100.88,98.07,99.93,75077002
2016-01-27 00:00:00+00:00,93.42,96.6289,93.34,96.04,133369674
2016-01-28 00:00:00+00:00,94.09,94.52,92.39,93.79,55678825
2016-01-29 00:00:00+00:00,97.34,97.34,94.35,94.79,64416504
2016-02-01 00:00:00+00:00,96.43,96.71,95.4,96.47,40943541
2016-02-02 00:00:00+00:00,94.48,96.04,94.28,95.42,37357215
2016-02-03 00:00:00+00:00,96.35,96.84,94.08,95,45964294
2016-02-04 00:00:00+00:00,96.6,97.33,95.19,95.86,46471652
2016-02-05 00:00:00+00:00,94.02,96.92,93.69,96.52,46418064
2016-02-08 00:00:00+00:00,95.01,95.7,93.04,93.13,54021375
2016-02-09 00:00:00+00:00,94.99,95.94,93.93,94.29,44331195
2016-02-10 00:00:00+00:00,94.27,96.35,94.1,95.92,42343601
2016-02-11 00:00:00+00:00,93.7,94.72,92.59,93.79,50074711
2016-02-12 00:00:00+00:00,93.99,94.5,93.01,94.19,40351381
2016-02-16 00:00:00+00:00,96.64,96.85,94.61,95.02,49057916
2016-02-17 00:00:00+00:00,98.12,98.21,96.15,96.67,44863243
2016-02-18 00:00:00+00:00,96.26,98.89,96.091,98.84,39020983
2016-02-19 00:00:00+00:00,96.04,96.7599,95.8,96,35374173
2016-02-22 00:00:00+00:00,96.88,96.9,95.92,96.31,34280758
2016-02-23 00:00:00+00:00,94.69,96.5,94.55,96.4,31942633
2016-02-24 00:00:00+00:00,96.1,96.38,93.32,93.98,36255745
2016-02-25 00:00:00+00:00,96.76,96.76,95.25,96.05,27582659
2016-02-26 00:00:00+00:00,96.91,98.0237,96.58,97.2,28991131
2016-02-29 00:00:00+00:00,96.69,98.23,96.65,96.86,35216277
2016-03-01 00:00:00+00:00,100.53,100.77,97.42,97.65,50407147
2016-03-02 00:00:00+00:00,100.75,100.89,99.64,100.51,33169560
2016-03-03 00:00:00+00:00,101.5,101.7099,100.45,100.58,36955742
2016-03-04 00:00:00+00:00,103.01,103.75,101.37,102.37,46055100
2016-03-07 00:00:00+00:00,101.87,102.83,100.96,102.39,35915810
2016-03-08 00:00:00+00:00,101.03,101.76,100.4,100.78,31182194
2016-03-09 00:00:00+00:00,101.12,101.58,100.27,101.31,27201683
2016-03-10 00:00:00+00:00,101.17,102.24,100.15,101.41,33513577
2016-03-11 00:00:00+00:00,102.26,102.28,101.5,102.24,27408237
2016-03-14 00:00:00+00:00,102.52,102.91,101.78,101.91,25076062
2016-03-15 00:00:00+00:00,104.58,105.18,103.85,103.96,40067734
2016-03-16 00:00:00+00:00,105.97,106.31,104.59,104.61,38303493
2016-03-17 00:00:00+00:00,105.8,106.47,104.96,105.52,34420705
2016-03-18 00:00:00+00:00,105.92,106.5,105.19,106.34,44205171
2016-03-21 00:00:00+00:00,105.91,107.65,105.1401,105.93,35502678
2016-03-22 00:00:00+00:00,106.72,107.29,105.21,105.25,32444375
2016-03-23 00:00:00+00:00,106.13,107.07,105.9,106.48,25703495
2016-03-24 00:00:00+00:00,105.67,106.25,104.89,105.47,26132955
2016-03-28 00:00:00+00:00,105.19,106.19,105.06,106,19411372
2016-03-29 00:00:00+00:00,107.68,107.79,104.88,104.89,31190083
2016-03-30 00:00:00+00:00,109.56,110.42,108.6,108.65,45601149
2016-03-31 00:00:00+00:00,108.99,109.9,108.88,109.72,25888449
2016-04-01 00:00:00+00:00,109.99,110,108.2,108.78,25873950
2016-04-04 00:00:00+00:00,111.12,112.19,110.27,110.42,37356204
2016-04-05 00:00:00+00:00,109.81,110.73,109.42,109.51,26578652
2016-04-06 00:00:00+00:00,110.96,110.98,109.2,110.23,26404077
2016-04-07 00:00:00+00:00,108.54,110.42,108.121,109.95,31801870
2016-04-08 00:00:00+00:00,108.66,109.77,108.17,108.91,23581740
2016-04-11 00:00:00+00:00,109.02,110.61,108.83,108.97,29407518
2016-04-12 00:00:00+00:00,110.44,110.5,108.66,109.34,27232325
2016-04-13 00:00:00+00:00,112.04,112.34,110.8,110.8,33257316
2016-04-14 00:00:00+00:00,112.1,112.39,111.33,111.62,25473923
2016-04-15 00:00:00+00:00,109.85,112.3,109.73,112.11,46938969
2016-04-18 00:00:00+00:00,107.48,108.95,106.94,108.89,60821461
2016-04-19 00:00:00+00:00,106.91,108,106.23,107.88,32384879
2016-04-20 00:00:00+00:00,107.13,108.09,106.06,106.64,30611030
2016-04-21 00:00:00+00:00,105.97,106.93,105.52,106.93,31552525
2016-04-22 00:00:00+00:00,105.68,106.48,104.62,105.01,33683121
2016-04-25 00:00:00+00:00,105.08,105.65,104.51,105,28031588
2016-04-26 00:00:00+00:00,104.35,105.3,103.91,103.91,56016165
2016-04-27 00:00:00+00:00,97.82,98.71,95.68,96,114602142
2016-04-28 00:00:00+00:00,94.83,97.88,94.25,97.61,82242690
2016-04-29 00:00:00+00:00,93.74,94.72,92.51,93.99,68531478
2016-05-02 00:00:00+00:00,93.64,94.08,92.4,93.965,48160104
2016-05-03 00:00:00+00:00,95.18,95.74,93.68,94.2,56831277
2016-05-04 00:00:00+00:00,94.19,95.9,93.82,95.2,41025475
2016-05-05 00:00:00+00:00,93.24,94.07,92.68,94,35890500
2016-05-06 00:00:00+00:00,92.72,93.45,91.85,93.37,43699886
2016-05-09 00:00:00+00:00,92.79,93.77,92.59,93,32936436
2016-05-10 00:00:00+00:00,93.42,93.57,92.11,93.33,33686836
2016-05-11 00:00:00+00:00,92.51,93.57,92.46,93.48,28719109
2016-05-12 00:00:00+00:00,90.34,92.78,89.47,92.72,76314690
2016-05-13 00:00:00+00:00,90.52,91.67,90,90,44392765
2016-05-16 00:00:00+00:00,93.88,94.39,91.65,92.39,61259756
2016-05-17 00:00:00+00:00,93.49,94.7,93.01,94.55,46916939
2016-05-18 00:00:00+00:00,94.56,95.21,93.89,94.16,42062391
2016-05-19 00:00:00+00:00,94.2,94.64,93.57,94.64,30442100
2016-05-20 00:00:00+00:00,95.22,95.43,94.52,94.64,32025968
2016-05-23 00:00:00+00:00,96.43,97.19,95.67,95.87,38018643
2016-05-24 00:00:00+00:00,97.9,98.09,96.84,97.22,35140174
2016-05-25 00:00:00+00:00,99.62,99.74,98.11,98.67,38642108
2016-05-26 00:00:00+00:00,100.41,100.73,98.64,99.68,56331159
2016-05-27 00:00:00+00:00,100.35,100.47,99.245,99.44,36341240
2016-05-31 00:00:00+00:00,99.86,100.4,98.82,99.6,42307212
2016-06-01 00:00:00+00:00,98.46,99.54,98.33,99.02,29173285
2016-06-02 00:00:00+00:00,97.72,97.84,96.63,97.6,40191600
2016-06-03 00:00:00+00:00,97.92,98.27,97.45,97.79,28504888
2016-06-06 00:00:00+00:00,98.63,101.89,97.55,97.99,23292504
2016-06-07 00:00:00+00:00,99.03,99.87,98.96,99.25,22409450
2016-06-08 00:00:00+00:00,98.94,99.56,98.68,99.02,20848131
2016-06-09 00:00:00+00:00,99.65,99.99,98.46,98.5,26601354
2016-06-10 00:00:00+00:00,98.83,99.3457,98.48,98.53,31712936
2016-06-13 00:00:00+00:00,97.34,99.12,97.1,98.69,38020494
2016-06-14 00:00:00+00:00,97.46,98.475,96.75,97.32,31931944
2016-06-15 00:00:00+00:00,97.14,98.41,97.03,97.82,29445227
2016-06-16 00:00:00+00:00,97.55,97.75,96.07,96.45,31326815
2016-06-17 00:00:00+00:00,95.33,96.65,95.3,96.62,61008219
2016-06-20 00:00:00+00:00,95.1,96.57,95.03,96,34411901
2016-06-21 00:00:00+00:00,95.91,96.35,94.676,94.94,35546358
2016-06-22 00:00:00+00:00,95.55,96.89,95.35,96.25,29219122
2016-06-23 00:00:00+00:00,96.1,96.29,95.25,95.94,32240187
2016-06-24 00:00:00+00:00,93.4,94.655,92.65,92.91,75311356
2016-06-27 00:00:00+00:00,92.04,93.05,91.5,93,46622188
2016-06-28 00:00:00+00:00,93.59,93.66,92.14,92.9,40444914
2016-06-29 00:00:00+00:00,94.4,94.55,93.63,93.97,36531006
2016-06-30 00:00:00+00:00,95.6,95.77,94.3,94.44,35836356
2016-07-01 00:00:00+00:00,95.89,96.465,95.33,95.49,26026540
2016-07-05 00:00:00+00:00,94.99,95.4,94.46,95.39,27705210
2016-07-06 00:00:00+00:00,95.53,95.66,94.37,94.6,30949090
2016-07-07 00:00:00+00:00,95.94,96.5,95.62,95.7,25139558
2016-07-08 00:00:00+00:00,96.68,96.89,96.05,96.49,28912103
2016-07-11 00:00:00+00:00,96.98,97.65,96.73,96.75,23794945
2016-07-12 00:00:00+00:00,97.42,97.7,97.12,97.17,24167463
2016-07-13 00:00:00+00:00,96.87,97.67,96.84,97.41,25892171
2016-07-14 00:00:00+00:00,98.79,98.99,97.32,97.39,38918997
2016-07-15 00:00:00+00:00,98.78,99.3,98.5,98.92,30136990
2016-07-18 00:00:00+00:00,99.83,100.13,98.6,98.7,36493867
2016-07-19 00:00:00+00:00,99.87,100,99.34,99.56,23779924
2016-07-20 00:00:00+00:00,99.96,100.46,99.735,100,26275968
2016-07-21 00:00:00+00:00,99.43,101,99.13,99.83,32702028
2016-07-22 00:00:00+00:00,98.66,99.3,98.31,99.26,28313669
2016-07-25 00:00:00+00:00,97.34,98.84,96.92,98.25,40382921
2016-07-26 00:00:00+00:00,96.67,97.97,96.42,96.82,56239822
2016-07-27 00:00:00+00:00,102.95,104.35,102.75,104.265,92344820
2016-07-28 00:00:00+00:00,104.34,104.45,102.82,102.83,39869839
2016-07-29 00:00:00+00:00,104.21,104.55,103.68,104.19,27733688
2016-08-01 00:00:00+00:00,106.05,106.15,104.41,104.41,38167871
2016-08-02 00:00:00+00:00,104.48,106.07,104,106.05,33816556
2016-08-03 00:00:00+00:00,105.79,105.84,104.77,104.81,30202641
2016-08-04 00:00:00+00:00,105.87,106,105.28,105.58,27408650
2016-08-05 00:00:00+00:00,107.48,107.65,106.18,106.27,40553402
2016-08-08 00:00:00+00:00,108.37,108.37,107.16,107.52,28037220
2016-08-09 00:00:00+00:00,108.81,108.94,108.01,108.23,26315204
2016-08-10 00:00:00+00:00,108,108.9,107.76,108.71,24008505
2016-08-11 00:00:00+00:00,107.93,108.93,107.85,108.52,27484506
2016-08-12 00:00:00+00:00,108.18,108.44,107.78,107.78,18660434
2016-08-15 00:00:00+00:00,109.48,109.54,108.08,108.14,25868209
2016-08-16 00:00:00+00:00,109.38,110.23,109.21,109.63,33794448
2016-08-17 00:00:00+00:00,109.22,109.37,108.34,109.1,25355976
2016-08-18 00:00:00+00:00,109.08,109.6,109.02,109.23,21984703
2016-08-19 00:00:00+00:00,109.36,109.69,108.36,108.77,25368072
2016-08-22 00:00:00+00:00,108.51,109.1,107.85,108.86,25820230
2016-08-23 00:00:00+00:00,108.85,109.32,108.53,108.59,21257669
2016-08-24 00:00:00+00:00,108.03,108.75,107.68,108.565,23675081
2016-08-25 00:00:00+00:00,107.57,107.88,106.68,107.39,25086248
2016-08-26 00:00:00+00:00,106.94,107.95,106.31,107.41,27766291
